Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Teacher_Quality,Peer_Influence,Physical_Activity,Gender,quiz1,quiz2,Assignment1,Assignment2,Midterm_Marks,Final_Marks,Grade
21,99,No,8,High,Medium,Positive,4,Male,62,68,90,88,75,56,B
11,76,Yes,7,Medium,Low,Neutral,2,Male,51,48,83,79,61,45,C+
12,63,Yes,5,Low,High,Negative,2,Female,52,46,80,77,59,43,C
16,64,Yes,9,Low,Medium,Positive,3,Female,46,55,81,74,48,44,C
19,84,Yes,8,High,Medium,Neutral,3,Male,53,57,83,80,80,50,B-
22,84,No,8,Medium,High,Neutral,4,Male,58,59,86,82,59,53,B-
29,77,No,6,Medium,Medium,Positive,1,Male,59,64,84,82,75,52,B-
25,77,Yes,8,High,Medium,Positive,5,Female,58,54,83,83,55,49,C+
19,62,No,5,Low,High,Positive,3,Male,61,54,80,74,80,47,C+
20,81,Yes,4,Medium,Medium,Positive,2,Male,62,65,82,80,45,51,B-
14,80,Yes,5,Medium,Medium,Positive,4,Female,57,65,84,80,71,50,B-
20,66,No,6,High,Medium,Neutral,1,Female,55,62,80,82,80,47,C+
18,64,Yes,6,High,Medium,Positive,2,Male,52,54,79,77,73,48,C+
22,65,Yes,6,Medium,Medium,Positive,3,Female,57,62,81,78,75,49,C+
15,64,Yes,6,High,Medium,Positive,4,Female,53,49,81,74,66,46,C+
23,84,Yes,6,Low,Low,Negative,2,Female,60,55,81,84,68,51,B-
29,68,Yes,4,Medium,Medium,Negative,4,Male,54,46,86,76,43,49,C+
19,70,No,7,Low,Low,Neutral,5,Male,56,61,80,76,53,46,C+
22,67,No,7,Low,Medium,Positive,3,Female,60,50,77,77,76,46,C+
24,98,Yes,6,Medium,Medium,Positive,4,Male,65,64,93,79,87,57,B
18,94,Yes,9,Low,High,Positive,2,Male,63,57,82,81,67,53,B-
21,69,Yes,7,Medium,Medium,Neutral,3,Male,62,62,88,81,76,51,B-
20,73,Yes,7,Medium,Medium,Neutral,4,Female,55,55,84,78,74,49,C+
21,68,No,8,Low,Medium,Positive,4,Male,55,48,82,80,90,46,C+
15,80,No,5,Medium,Medium,Positive,3,Female,58,60,80,85,80,50,B-
20,61,No,7,Medium,Low,Neutral,3,Male,53,46,80,80,71,45,C+
23,87,No,8,Medium,High,Positive,3,Male,59,58,81,75,46,54,B-
29,81,No,7,Medium,Medium,Neutral,4,Male,63,53,86,87,58,55,B
26,96,Yes,5,Medium,Medium,Positive,2,Male,65,56,84,84,53,55,B
33,67,Yes,6,High,High,Neutral,3,Female,64,60,83,80,83,51,B-
15,92,Yes,7,Low,Medium,Negative,5,Female,61,48,88,82,62,49,C+
25,92,No,4,Medium,Medium,Positive,3,Male,69,54,80,80,67,53,B-
21,65,Yes,5,High,Medium,Positive,4,Male,54,57,78,81,88,49,C+
33,76,Yes,10,Low,Medium,Positive,3,Female,66,60,83,85,82,55,B
15,67,Yes,8,Low,High,Neutral,4,Female,56,64,82,83,79,47,C+
15,70,No,9,Medium,Medium,Negative,3,Female,62,62,85,76,47,46,C+
16,71,No,8,Medium,Medium,Negative,2,Female,49,48,78,81,41,44,C
7,82,Yes,8,Medium,Medium,Negative,2,Male,50,55,82,81,46,45,C+
17,76,No,7,High,High,Positive,4,Female,57,62,80,81,77,51,B-
15,98,Yes,8,Low,Medium,Positive,3,Male,51,56,82,76,61,51,B-
21,65,No,9,High,Medium,Positive,5,Male,52,47,75,79,46,46,C+
22,99,Yes,8,Low,Medium,Neutral,4,Female,58,61,79,83,77,53,B-
31,69,Yes,7,Medium,Medium,Neutral,3,Female,60,58,85,85,50,51,B-
26,91,Yes,7,Medium,Medium,Neutral,5,Female,64,61,87,80,69,55,B
17,74,Yes,8,Medium,Low,Positive,3,Male,65,60,85,83,77,50,B-
15,66,No,6,Medium,Medium,Neutral,1,Male,56,48,81,79,70,44,C
23,94,No,8,Medium,Medium,Neutral,3,Male,58,55,75,83,90,52,B-
12,72,Yes,6,High,High,Negative,2,Female,49,52,77,81,62,44,C
31,86,Yes,6,Medium,Medium,Positive,3,Male,68,67,81,84,56,58,B
27,83,No,5,Medium,Low,Neutral,2,Female,54,53,82,86,50,51,B-
17,79,Yes,6,Low,High,Neutral,4,Male,63,60,80,82,65,48,C+
28,89,Yes,10,High,Low,Negative,6,Female,70,58,88,82,87,58,B
19,64,No,6,Medium,Medium,Positive,3,Male,53,52,85,79,89,47,C+
27,87,No,8,Medium,High,Neutral,4,Male,54,60,87,81,67,53,B-
10,96,No,6,Medium,Medium,Neutral,4,Female,63,55,83,82,70,50,B-
16,62,Yes,7,Low,Medium,Neutral,3,Male,54,51,85,76,69,46,C+
20,66,No,7,Medium,Medium,Negative,4,Female,61,64,80,81,63,48,C+
20,89,Yes,4,Medium,Medium,Positive,3,Female,52,54,85,81,48,50,B-
17,77,Yes,5,Medium,Medium,Neutral,3,Male,75,88,89,86,43,69,A-
24,76,No,6,High,High,Neutral,3,Female,58,60,83,85,62,50,B-
14,65,No,5,Low,Medium,Positive,4,Male,54,54,83,82,49,46,C+
19,80,No,7,Medium,Low,Neutral,3,Female,55,59,83,77,84,49,C+
23,79,No,5,Medium,Medium,Neutral,3,Female,60,69,80,82,71,50,B-
24,91,No,7,Low,High,Neutral,4,Male,56,55,83,81,42,52,B-
13,70,No,6,Medium,Low,Positive,2,Male,56,52,84,79,71,49,C+
11,79,Yes,7,Medium,Medium,Neutral,2,Male,55,51,83,80,71,47,C+
28,100,Yes,6,Medium,Medium,Negative,2,Female,66,64,93,87,62,56,B
22,87,No,8,Low,Medium,Neutral,1,Male,60,49,84,80,73,49,C+
16,94,No,9,Low,Medium,Negative,4,Female,55,59,84,81,83,51,B-
29,77,Yes,8,Low,High,Positive,4,Male,55,68,79,84,78,53,B-
27,62,Yes,5,Low,Medium,Negative,4,Female,63,58,81,80,53,50,B-
20,65,No,6,Low,Medium,Positive,3,Male,54,51,76,77,64,45,C+
32,68,No,8,High,Medium,Positive,2,Male,56,56,87,82,87,51,B-
31,76,Yes,9,Medium,Medium,Neutral,4,Male,69,67,84,87,81,55,B
19,94,No,8,Medium,Low,Positive,5,Male,60,56,79,85,41,52,B-
26,74,No,5,Low,High,Negative,2,Male,61,65,82,81,79,49,C+
24,86,No,6,Medium,Medium,Positive,3,Female,61,69,83,82,49,53,B-
28,88,No,8,Medium,Medium,Positive,3,Male,70,63,86,84,69,54,B-
14,83,Yes,7,Medium,Low,Negative,3,Female,63,56,82,78,80,48,C+
24,74,Yes,6,Medium,High,Positive,3,Female,60,65,85,83,68,53,B-
26,83,No,7,High,High,Negative,4,Male,60,61,81,82,60,48,C+
9,74,No,7,Low,High,Neutral,3,Female,55,49,81,73,56,45,C+
13,63,Yes,5,Medium,Medium,Neutral,2,Male,58,50,74,79,55,45,C+
8,100,Yes,8,Medium,High,Neutral,3,Female,57,55,79,87,82,53,B-
18,65,Yes,6,Medium,Medium,Neutral,3,Male,60,59,81,82,81,49,C+
24,63,Yes,7,Low,Medium,Positive,4,Female,62,61,81,86,81,50,B-
29,95,No,9,Medium,High,Positive,3,Female,56,57,80,83,54,55,B
20,72,Yes,7,Low,High,Negative,3,Female,52,55,85,79,80,49,C+
30,86,Yes,8,Medium,Medium,Negative,2,Female,51,53,83,79,42,51,B-
12,73,No,5,Medium,Medium,Negative,4,Male,52,49,78,75,50,45,C+
10,76,Yes,8,Medium,High,Positive,3,Male,58,57,82,80,66,47,C+
20,70,No,8,Medium,Medium,Neutral,5,Female,62,52,83,76,60,48,C+
22,74,Yes,6,Low,High,Negative,3,Male,57,55,76,83,46,49,C+
20,76,No,7,Medium,High,Neutral,3,Female,61,47,83,78,42,47,C+
8,89,Yes,7,Low,Medium,Neutral,3,Male,53,59,83,77,71,50,B-
19,80,Yes,7,Low,Medium,Negative,4,Female,54,60,85,88,56,52,B-
12,98,Yes,8,Medium,Low,Positive,5,Male,59,55,84,83,41,51,B-
24,62,No,6,High,Low,Neutral,4,Male,56,54,77,80,62,47,C+
22,80,Yes,7,Medium,Medium,Neutral,2,Female,59,60,86,80,55,51,B-
14,83,Yes,9,Medium,Low,Positive,3,Male,47,51,83,80,69,47,C+
17,97,No,9,High,Medium,Negative,1,Male,62,55,88,86,86,54,B-
14,62,Yes,8,Low,Medium,Negative,2,Male,47,60,76,75,55,44,C
20,83,No,7,Medium,Medium,Negative,3,Male,62,56,84,80,90,51,B-
14,70,Yes,9,Medium,Medium,Positive,1,Male,56,54,78,76,44,47,C+
23,95,Yes,7,Medium,Medium,Positive,4,Male,59,67,81,80,76,55,B
17,61,Yes,7,High,Medium,Neutral,3,Male,54,72,85,72,77,48,C+
15,89,Yes,6,Medium,High,Positive,4,Female,55,53,80,76,61,51,B-
19,97,Yes,8,Medium,High,Positive,3,Male,62,64,85,81,54,54,B-
17,78,No,8,Low,Medium,Positive,2,Male,61,54,81,81,88,49,C+
13,62,No,7,Medium,Low,Positive,1,Female,50,51,83,77,89,46,C+
32,97,No,5,Medium,Medium,Neutral,3,Male,67,61,84,83,72,57,B
20,79,Yes,7,Low,High,Neutral,4,Female,55,52,83,83,77,49,C+
16,61,No,8,High,High,Neutral,3,Male,51,54,83,78,81,46,C+
21,88,Yes,6,High,Medium,Neutral,4,Male,63,56,76,83,80,55,B
19,79,No,7,Low,High,Positive,2,Female,56,64,82,82,90,52,B-
19,65,Yes,9,Medium,High,Positive,4,Male,56,58,78,87,81,50,B-
24,69,No,5,Low,Medium,Neutral,3,Male,52,59,86,81,73,49,C+
25,63,No,7,Medium,High,Negative,5,Female,62,53,83,78,59,47,C+
17,83,No,9,Medium,High,Negative,2,Female,58,56,82,79,70,50,B-
17,85,No,7,High,Medium,Positive,3,Female,57,61,85,87,84,52,B-
18,80,Yes,6,Medium,High,Negative,2,Female,57,51,82,87,55,48,C+
6,93,No,7,High,Medium,Neutral,2,Female,55,53,79,77,42,47,C+
11,94,Yes,8,High,Low,Neutral,4,Female,55,52,86,84,56,48,C+
28,85,Yes,7,Medium,High,Positive,1,Male,65,59,90,80,88,55,B
30,61,Yes,8,Medium,High,Negative,2,Female,60,47,85,82,80,49,C+
19,88,No,7,Medium,Medium,Neutral,3,Female,55,63,85,83,49,49,C+
23,77,Yes,7,Medium,Low,Positive,3,Male,56,55,82,81,41,50,B-
22,83,Yes,8,High,Medium,Negative,3,Male,59,65,82,75,73,52,B-
38,86,Yes,7,Low,Medium,Negative,3,Male,55,69,87,80,69,56,B
27,74,No,6,Medium,Medium,Neutral,3,Female,54,54,81,79,44,52,B-
19,97,No,8,Medium,Medium,Neutral,4,Male,64,54,82,83,88,51,B-
14,65,Yes,7,Medium,Medium,Positive,3,Female,58,63,78,83,71,44,C
10,87,Yes,6,Medium,Medium,Positive,4,Male,53,62,77,78,73,46,C+
21,60,Yes,8,Low,Medium,Positive,2,Female,56,54,82,80,83,46,C+
15,97,Yes,9,Medium,High,Neutral,2,Male,60,60,82,81,57,51,B-
11,65,No,7,Medium,Medium,Neutral,3,Female,66,51,80,80,68,46,C+
16,64,Yes,7,Medium,Medium,Positive,4,Female,61,59,87,79,69,49,C+
14,73,Yes,5,Medium,Medium,Negative,4,Female,55,53,79,80,88,48,C+
30,75,No,7,High,Medium,Neutral,1,Female,55,50,79,77,47,51,B-
25,69,Yes,7,High,Medium,Negative,4,Female,51,51,79,77,78,49,C+
20,83,No,7,Low,Medium,Positive,5,Male,58,57,83,84,69,49,C+
29,78,No,6,Medium,Medium,Negative,4,Male,58,56,87,85,82,53,B-
20,61,Yes,8,Medium,Medium,Negative,2,Female,47,51,80,78,82,44,C
15,73,Yes,7,Medium,High,Negative,3,Male,50,47,76,80,41,44,C
29,92,Yes,10,High,High,Negative,4,Male,58,58,78,83,53,54,B-
23,88,Yes,7,Medium,Medium,Negative,2,Male,64,62,81,83,49,50,B-
14,89,Yes,4,Medium,High,Negative,3,Male,64,62,88,79,63,53,B-
19,88,No,5,Medium,Medium,Negative,4,Male,60,60,84,79,85,52,B-
15,72,No,8,Medium,Medium,Neutral,4,Female,62,60,78,78,40,48,C+
12,64,Yes,6,High,Medium,Positive,2,Male,52,54,80,80,64,44,C
26,71,No,6,Low,Medium,Positive,4,Male,56,65,80,83,84,51,B-
31,93,Yes,5,Medium,Medium,Positive,2,Male,71,63,84,81,86,57,B
12,99,No,6,Low,Medium,Negative,3,Female,60,56,84,80,73,50,B-
23,80,Yes,7,Low,Medium,Negative,1,Female,57,55,86,84,81,53,B-
16,60,Yes,8,Low,High,Neutral,2,Female,49,48,80,78,56,42,C
17,66,No,5,Low,High,Neutral,2,Male,52,59,78,78,54,47,C+
16,73,Yes,8,Medium,High,Positive,4,Female,52,63,83,82,42,49,C+
15,83,Yes,5,Medium,Medium,Neutral,3,Female,57,58,80,78,65,46,C+
20,63,Yes,8,Low,Medium,Neutral,3,Female,59,44,77,77,63,44,C
15,98,Yes,8,Low,Medium,Neutral,4,Female,54,64,79,76,59,51,B-
22,75,No,6,Low,Medium,Positive,3,Male,58,47,80,76,46,48,C+
20,97,No,5,Medium,Medium,Neutral,4,Male,58,64,83,86,52,52,B-
19,91,Yes,8,Medium,Medium,Neutral,4,Male,57,57,82,78,50,51,B-
15,90,Yes,6,Low,High,Positive,2,Male,58,63,74,85,87,52,B-
17,84,Yes,7,High,High,Neutral,2,Female,55,52,81,83,88,50,B-
25,85,No,8,High,Medium,Neutral,1,Female,61,66,89,77,40,53,B-
23,86,Yes,8,Low,Medium,Neutral,3,Female,56,52,79,80,49,51,B-
14,85,No,6,Low,Medium,Positive,4,Male,59,55,85,85,84,50,B-
21,82,No,7,Medium,Medium,Neutral,3,Male,58,53,84,77,42,50,B-
25,99,Yes,6,High,Medium,Positive,3,Male,65,58,86,84,87,58,B
10,89,Yes,8,Low,Medium,Negative,4,Male,51,54,85,82,59,46,C+
23,91,No,9,High,Medium,Positive,5,Male,59,69,81,80,67,53,B-
16,95,Yes,6,Low,High,Positive,4,Female,64,73,83,79,78,53,B-
23,69,Yes,7,Medium,Medium,Neutral,4,Male,57,55,80,78,52,47,C+
15,63,No,8,Low,Low,Neutral,3,Female,46,55,81,79,45,42,C
9,79,No,7,High,Low,Neutral,3,Male,54,55,83,76,80,46,C+
10,81,Yes,8,Medium,Medium,Positive,4,Female,61,60,91,87,89,50,B-
20,93,Yes,7,Medium,Medium,Negative,2,Male,53,57,82,80,73,51,B-
22,78,Yes,5,Low,High,Negative,3,Male,61,60,85,83,81,51,B-
15,83,No,7,Medium,High,Neutral,2,Female,85,90,100,98,87,80,A+
24,81,No,9,Medium,Low,Positive,4,Female,59,54,82,73,51,49,C+
10,62,No,7,High,Medium,Neutral,3,Male,49,51,80,80,58,44,C
20,85,No,9,High,Medium,Positive,3,Male,54,60,88,87,51,53,B-
13,93,Yes,4,High,Low,Positive,1,Male,50,59,78,74,43,48,C+
16,66,Yes,8,High,Medium,Positive,2,Female,55,50,84,77,77,47,C+
20,84,Yes,6,High,Medium,Positive,4,Female,61,60,81,83,47,52,B-
15,84,No,6,Low,Medium,Negative,2,Male,52,63,81,82,45,47,C+
18,67,Yes,9,Low,High,Negative,2,Male,54,57,79,81,58,44,C
26,65,No,7,Low,Medium,Positive,2,Female,49,61,86,75,43,47,C+
17,99,No,6,Medium,Medium,Neutral,3,Male,59,59,80,80,49,51,B-
25,76,No,8,High,High,Positive,3,Female,53,59,76,81,43,50,B-
13,69,No,4,Medium,Low,Positive,3,Male,51,57,79,80,84,45,C+
23,67,Yes,9,Medium,High,Neutral,2,Female,57,64,78,78,79,49,C+
29,87,Yes,10,High,Medium,Neutral,4,Male,60,54,85,85,83,55,B
5,84,Yes,8,High,High,Positive,3,Male,58,53,85,75,83,51,B-
15,86,Yes,8,Medium,Medium,Positive,3,Male,66,68,86,80,87,54,B-
23,64,Yes,7,High,Medium,Positive,2,Female,54,55,77,80,49,48,C+
19,96,Yes,5,Low,Low,Neutral,3,Female,62,56,78,82,85,51,B-
22,76,No,9,Medium,High,Neutral,5,Female,52,50,83,88,66,48,C+
16,73,Yes,8,Medium,Medium,Neutral,4,Female,57,52,77,81,48,47,C+
21,78,No,8,Medium,Medium,Positive,4,Male,61,49,77,74,73,48,C+
19,76,Yes,8,Low,High,Negative,4,Male,47,65,86,78,56,48,C+
27,95,No,7,High,High,Negative,3,Female,61,64,84,84,42,56,B
22,97,Yes,6,Medium,High,Positive,3,Male,65,62,85,82,44,55,B
22,72,Yes,10,Medium,Medium,Negative,1,Male,54,57,82,79,61,47,C+
18,95,Yes,7,Low,Medium,Positive,4,Male,61,64,83,78,81,52,B-
17,91,No,6,High,Medium,Positive,3,Male,58,64,83,83,56,52,B-
17,97,Yes,9,Medium,Medium,Positive,2,Male,61,66,85,85,78,53,B-
22,70,No,7,Low,Medium,Positive,3,Female,73,71,87,90,43,66,A-
17,83,No,7,Low,Medium,Neutral,5,Female,63,57,83,84,60,51,B-
22,71,Yes,9,High,High,Neutral,3,Female,76,78,88,91,46,67,A-
32,93,Yes,8,High,High,Negative,3,Female,67,63,88,83,83,58,B
25,60,No,8,Medium,Medium,Neutral,5,Female,56,58,82,82,88,50,B-
18,83,Yes,5,Medium,Medium,Positive,4,Male,58,62,83,87,56,52,B-
27,74,No,8,High,Medium,Positive,4,Male,60,65,85,82,89,54,B-
18,73,Yes,5,Medium,Medium,Positive,5,Female,58,49,85,82,78,49,C+
8,86,No,6,High,Medium,Positive,2,Male,54,59,84,81,40,48,C+
14,94,No,7,Medium,Medium,Positive,5,Male,62,60,85,89,64,53,B-
9,84,No,7,High,High,Negative,4,Male,65,60,81,85,82,49,C+
18,94,Yes,8,Medium,High,Positive,4,Male,68,68,89,80,67,57,B
30,81,No,8,Low,Medium,Neutral,2,Male,58,66,80,77,62,51,B-
22,78,Yes,5,Medium,Medium,Positive,1,Male,64,65,80,86,60,51,B-
19,60,No,10,Medium,Medium,Positive,3,Female,51,59,85,78,41,45,C+
25,82,Yes,7,Medium,Medium,Neutral,2,Male,54,68,81,85,71,54,B-
7,86,No,9,Medium,Medium,Negative,2,Female,50,55,82,79,78,46,C+
21,84,No,4,Medium,Low,Neutral,3,Male,53,60,84,77,80,52,B-
25,89,Yes,7,High,Medium,Negative,0,Male,61,66,83,77,71,54,B-
11,83,Yes,5,Medium,Medium,Positive,2,Male,57,60,80,87,57,49,C+
27,63,No,6,Low,Medium,Positive,2,Male,61,53,79,77,41,47,C+
22,65,Yes,7,Low,Medium,Positive,2,Female,57,58,78,77,85,48,C+
18,84,No,6,Medium,Low,Positive,2,Female,59,60,79,81,61,52,B-
24,71,No,9,Medium,High,Positive,3,Female,60,53,76,79,70,49,C+
34,63,Yes,10,Low,Medium,Negative,4,Female,50,64,82,81,50,50,B-
21,77,Yes,6,Medium,Medium,Negative,5,Male,57,56,85,75,47,48,C+
21,82,Yes,6,High,Medium,Negative,2,Male,59,65,76,80,44,48,C+
17,73,No,5,High,Medium,Positive,4,Male,52,50,83,85,80,50,B-
15,89,Yes,9,Low,Medium,Neutral,3,Male,61,54,82,81,72,49,C+
25,86,Yes,7,Low,Low,Positive,1,Male,61,60,86,85,71,52,B-
15,73,No,7,Low,Medium,Negative,2,Male,53,60,83,79,86,47,C+
20,90,Yes,7,High,High,Neutral,4,Male,63,63,85,81,48,53,B-
17,86,Yes,7,Low,Medium,Positive,3,Male,68,60,80,83,49,51,B-
26,60,Yes,7,High,Medium,Positive,2,Female,60,54,83,84,84,51,B-
17,88,Yes,8,Medium,Medium,Neutral,2,Female,62,56,82,84,84,53,B-
18,75,Yes,5,Medium,High,Neutral,3,Female,56,59,79,82,70,50,B-
14,98,Yes,7,Medium,Medium,Positive,3,Male,60,57,86,82,73,55,B
17,93,No,6,Medium,Medium,Neutral,4,Male,63,57,80,82,85,52,B-
22,84,No,7,Medium,Low,Positive,3,Male,57,62,86,80,71,52,B-
25,70,Yes,8,Low,Medium,Positive,4,Female,55,50,82,80,51,47,C+
14,68,Yes,6,Medium,Medium,Neutral,3,Female,52,61,76,82,75,46,C+
25,74,Yes,9,Medium,High,Neutral,3,Male,63,66,87,81,78,53,B-
28,79,Yes,4,Medium,Medium,Positive,3,Male,62,54,84,84,72,53,B-
22,72,Yes,9,Low,Medium,Negative,2,Female,61,53,82,78,54,49,C+
31,81,No,9,Low,Medium,Neutral,4,Female,59,50,76,83,60,53,B-
15,67,Yes,6,High,Medium,Positive,2,Female,56,53,79,81,64,49,C+
13,99,Yes,6,Medium,Medium,Negative,5,Male,55,62,80,83,47,51,B-
9,64,No,5,Medium,Medium,Positive,4,Male,50,50,77,79,63,44,C
29,97,No,8,Medium,Medium,Negative,4,Female,64,65,81,83,48,55,B
24,97,No,7,Low,Medium,Negative,2,Female,63,53,79,80,65,52,B-
22,89,Yes,5,Medium,Medium,Neutral,5,Male,59,66,88,85,87,55,B
13,77,Yes,10,Medium,Medium,Neutral,4,Male,59,53,79,82,52,48,C+
35,85,Yes,6,High,Medium,Negative,5,Female,70,65,78,81,63,57,B
21,74,Yes,7,Low,Medium,Negative,4,Male,55,52,77,87,42,45,C+
21,72,No,7,Low,Medium,Neutral,4,Male,63,50,79,80,50,48,C+
24,83,No,6,Low,High,Neutral,4,Female,56,54,81,81,75,51,B-
21,83,Yes,6,Low,Medium,Negative,4,Male,57,66,83,83,71,54,B-
15,71,No,8,Low,Medium,Neutral,2,Female,46,55,80,74,40,45,C+
23,75,Yes,6,Low,Medium,Positive,2,Female,62,60,79,82,63,48,C+
31,63,No,9,Low,Medium,Neutral,3,Male,61,60,82,79,76,51,B-
28,62,No,6,Medium,High,Positive,3,Male,61,61,92,84,86,53,B-
17,63,No,4,Medium,Medium,Negative,4,Female,55,46,78,78,82,46,C+
14,64,Yes,6,Low,High,Negative,2,Female,50,53,75,74,80,46,C+
19,93,No,6,Medium,High,Neutral,3,Male,69,60,86,75,55,52,B-
20,62,Yes,5,High,Medium,Neutral,3,Male,57,66,80,80,84,49,C+
27,86,Yes,7,Low,Medium,Positive,3,Female,61,64,81,85,72,53,B-
10,71,Yes,7,High,High,Positive,3,Female,57,61,76,76,45,46,C+
29,95,Yes,4,Medium,Medium,Positive,4,Female,65,65,88,82,87,55,B
19,79,Yes,10,Low,Medium,Neutral,3,Male,57,53,78,85,49,48,C+
17,72,Yes,7,Low,Medium,Positive,4,Male,55,58,88,75,64,50,B-
14,81,Yes,7,Low,Medium,Positive,3,Male,56,55,85,82,63,46,C+
10,75,No,9,Medium,High,Negative,5,Female,63,52,84,83,71,48,C+
25,83,Yes,8,Medium,Medium,Neutral,1,Female,63,56,81,84,73,50,B-
20,65,Yes,7,High,Medium,Neutral,0,Male,77,70,96,81,52,63,B+
12,100,Yes,4,Medium,Medium,Neutral,3,Male,57,66,79,79,58,51,B-
12,77,Yes,8,Medium,High,Negative,2,Male,50,44,80,79,47,46,C+
18,74,No,6,Medium,Medium,Positive,3,Male,54,60,77,81,46,47,C+
30,88,No,9,Medium,Low,Positive,3,Female,64,60,85,87,81,56,B
18,75,Yes,6,Low,High,Negative,1,Female,61,51,82,81,78,49,C+
11,93,Yes,6,Low,Medium,Negative,3,Male,51,62,84,81,62,49,C+
19,78,No,5,Medium,Medium,Neutral,4,Male,63,60,81,82,45,49,C+
18,89,Yes,5,Low,Low,Neutral,2,Female,59,65,85,80,62,52,B-
4,64,Yes,7,Medium,High,Negative,4,Male,48,53,77,76,55,42,C
20,94,No,7,Medium,Medium,Neutral,1,Male,55,68,83,85,79,51,B-
19,89,No,6,Medium,Medium,Neutral,3,Female,52,60,79,79,45,50,B-
24,68,Yes,10,Low,Medium,Neutral,4,Female,58,54,83,85,63,47,C+
31,66,Yes,8,Low,Low,Negative,4,Female,56,57,83,87,70,48,C+
27,73,No,7,Low,Medium,Positive,4,Male,54,64,81,84,89,51,B-
18,99,Yes,4,Low,Medium,Positive,3,Male,56,57,83,80,44,53,B-
13,70,No,8,Medium,High,Neutral,0,Male,52,50,77,79,46,45,C+
35,78,Yes,10,Medium,Medium,Positive,2,Male,69,61,89,83,89,55,B
20,61,Yes,7,Low,Medium,Positive,4,Female,52,43,86,80,60,45,C+
20,76,Yes,6,Low,Medium,Negative,4,Male,53,59,83,80,77,51,B-
20,83,No,7,Medium,High,Negative,4,Female,59,51,88,83,79,52,B-
21,98,No,5,Low,High,Positive,5,Male,63,64,86,84,56,56,B
19,81,No,8,Low,Medium,Negative,5,Male,50,64,83,85,51,52,B-
17,93,Yes,9,Medium,Medium,Neutral,3,Female,58,56,79,77,54,50,B-
17,82,No,6,Low,Low,Neutral,3,Male,55,63,83,75,78,48,C+
20,62,No,6,High,Medium,Positive,3,Male,57,47,77,77,82,46,C+
17,73,Yes,7,Medium,Medium,Positive,2,Male,64,62,81,83,75,49,C+
16,83,No,6,Medium,High,Positive,2,Male,61,60,83,78,62,49,C+
21,98,No,5,Low,High,Neutral,2,Male,60,53,81,79,53,53,B-
18,94,No,6,Low,Medium,Neutral,3,Male,56,72,80,84,61,52,B-
29,69,No,6,Low,Medium,Positive,4,Female,71,60,81,81,86,53,B-
4,69,No,9,Low,High,Negative,3,Female,49,45,79,79,83,41,C
27,68,No,9,Medium,Medium,Positive,3,Male,58,51,81,77,56,50,B-
8,94,No,8,High,Medium,Neutral,2,Female,57,56,84,81,79,49,C+
18,91,Yes,7,High,Medium,Neutral,3,Male,62,60,89,79,61,53,B-
18,76,No,6,Medium,Medium,Positive,2,Female,57,58,80,80,69,50,B-
12,80,No,9,High,Low,Positive,3,Female,49,49,82,77,61,43,C
15,79,No,8,Low,Low,Positive,3,Male,54,59,82,79,52,48,C+
13,70,No,5,Medium,High,Positive,2,Female,54,52,79,80,49,46,C+
31,80,Yes,6,Low,High,Positive,3,Female,61,54,83,80,47,55,B
26,61,Yes,5,High,Medium,Neutral,5,Female,50,52,76,80,41,45,C+
28,65,Yes,4,Medium,High,Neutral,3,Male,61,50,83,83,54,53,B-
24,95,Yes,8,Medium,High,Negative,1,Male,60,62,78,87,49,53,B-
13,90,No,5,Medium,Medium,Neutral,4,Female,61,50,74,84,53,47,C+
17,77,Yes,6,Low,Medium,Neutral,4,Male,45,56,78,79,44,47,C+
24,90,Yes,6,Low,High,Positive,4,Male,67,69,84,86,87,55,B
19,91,No,9,Medium,Medium,Negative,3,Female,62,52,80,82,57,49,C+
18,91,No,5,Medium,Medium,Negative,4,Female,49,62,79,75,42,49,C+
24,89,Yes,5,Medium,High,Positive,2,Female,61,60,82,84,58,54,B-
23,68,No,8,Medium,Medium,Negative,5,Female,56,65,84,80,81,49,C+
18,74,Yes,6,High,High,Neutral,2,Male,50,53,77,80,57,47,C+
27,79,No,6,Low,Medium,Negative,2,Male,54,53,82,85,55,49,C+
14,73,Yes,5,Low,Medium,Negative,3,Female,49,56,80,78,86,45,C+
24,90,No,8,Medium,Medium,Neutral,4,Male,68,59,79,81,55,53,B-
24,73,Yes,7,Medium,High,Neutral,3,Female,64,56,85,88,89,52,B-
18,66,No,7,Medium,Medium,Neutral,4,Male,61,54,79,77,82,48,C+
22,76,Yes,6,High,High,Neutral,3,Male,64,61,90,76,74,53,B-
12,99,Yes,6,Medium,Medium,Positive,3,Male,57,67,81,83,70,53,B-
26,69,Yes,7,Medium,High,Positive,2,Male,56,49,82,82,51,50,B-
19,84,Yes,8,Low,High,Positive,3,Female,62,60,89,80,77,52,B-
17,77,No,9,Low,High,Neutral,5,Female,48,56,83,84,57,45,C+
26,63,Yes,9,Medium,Medium,Positive,4,Female,61,59,81,83,64,50,B-
16,80,No,8,High,Medium,Positive,6,Male,55,62,74,83,45,48,C+
12,88,No,8,Medium,Medium,Positive,4,Male,55,55,85,78,55,48,C+
24,95,Yes,6,Medium,Medium,Positive,2,Male,63,59,79,82,63,52,B-
12,72,No,8,Low,Medium,Neutral,4,Male,56,56,82,81,57,46,C+
